,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Court station name: 
(Entry required.)",,,A. N. Other,,,,,,,,,,JUDICIARY,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Apr,2023,QRCR,E654,4,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,18,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,4,Apr,2023,QRSO,E028,6,Mar,2023,,,,,Defilement,Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,13,Jun,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E406,22,Feb,2023,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Hearing,Matter Withdrawn,,,,,,,1,,1,,No,,,0,,,
,4,Apr,2023,QRCR,E402,22,Feb,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,24,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E655,4,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,18,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,4,Apr,2023,QRTR,E134,4,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,04,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,4,Apr,2023,QRTR,E135,4,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,04,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,4,Apr,2023,QRSO,E008,16,Jan,2023,,,,,Defilement,Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,24,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E794,22,Jun,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Hearing,Ruling date given,,13,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E1204,23,Sep,2022,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon WWWWWW,,,,,,,Hearing,Ruling date given,,13,Apr,2023,,,1,2,,,No,1,,0,,,
,4,Apr,2023,QRCR,E1562,5,Dec,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Mention,Hearing date set (in court),,23,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E083,11,Jan,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,05,Apr,2023,,,1,3,,,No,,,0,,,
,4,Apr,2023,QRCR,E740,13,Jun,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Mention,Hearing date set (in court),,25,May,2023,,,1,4,,,No,,,0,,,
,4,Apr,2023,QRCR,E046,9,Jan,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,12,Jun,2023,,,1,2,,,No,,,0,,,
,4,Apr,2023,QRCR,E655,4,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRTR,E135,4,Apr,2023,,,,,Other Traffic Offences,Hon XXXXXXX,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCR,E503,22,Apr,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,25,May,2023,,,1,3,,,Yes,,,0,,,
,4,Apr,2023,QRTR,E134,4,Apr,2023,,,,,Other Traffic Offences,Hon XXXXXXX,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCR,801,20,Jun,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Hearing,Ruling date given,,18,Apr,2023,,,1,3,2,,No,1,,0,,,
,4,Apr,2023,QRCR,E652,4,Apr,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCR,E653,4,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,11,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCR,E654,4,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCRMISC,E111,4,Apr,2023,,,,,Criminal Miscellaneous Application,Hon XXXXXXX,,,,,,,Directions,Mention date set (in court),,05,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E651,4,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCR,E571,20,Mar,2023,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Mention,Matter Withdrawn,,04,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E571,20,Mar,2023,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Mention,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E620,19,May,2022,,,,,"Possession of narcotic drugs and psychotropic substances (cannabis sativa, cocaine, heroin etc.)",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,25,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E159,23,Jan,2023,,,,,"Malicious damage, injury to property, goods etc",Hon WWWWWW,,,,,,,Hearing,Mention date set (in court),,23,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRTR,E109,20,Mar,2023,,,,,Other Traffic Offences,Hon WWWWWW,,,,,,,Mention,Sentenced,,04,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRTR,E109,20,Mar,2023,,,,,Other Traffic Offences,Hon WWWWWW,,,,,,,Mention,Sentenced,,,,,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRSO,E035,4,Apr,2023,,,,,Defilement,Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,13,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRCR,E1511,26,Jul,2021,,,,,Offenses under Public Health Act,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Witness not present,24,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E511,10,Mar,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon XXXXXXX,,,,,,,Mention,Matter Withdrawn,,,,,,,1,,1,,No,,,0,,,
,4,Apr,2023,QRCR,E167,23,Jan,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,13,Apr,2023,,,1,,1,,No,,,0,,,
,4,Apr,2023,QRCR,E163,23,Jan,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon WWWWWW,,,,,,,Mention,Matter Withdrawn,,,,,,,1,,1,,No,,,0,,,
,4,Apr,2023,QRSO,E006,11,Jan,2022,,,,,Defilement,Hon WWWWWW,,,,,,,Defense Hearing ,Judgment date given,,27,Apr,2023,,,1,1,,,No,,3,0,,,
,4,Apr,2023,QRCR,E311,9,Feb,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,24,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCRMISC,E111,4,Apr,2023,,,,,Criminal Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,04,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,4,Apr,2023,QRSO,E131,10,Nov,2022,,,,,Defilement,Hon WWWWWW,,,,,,,Mention,Hearing date set (in court),,18,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E1304,7,Oct,2022,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,24,May,2023,,,1,,1,,No,,,0,,,
,4,Apr,2023,QRCR,E385,20,Feb,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,13,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E590,22,Mar,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Mention,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E650,4,Apr,2023,,,,,"Malicious damage, injury to property, goods etc",Hon XXXXXXX,,,,,,,Plea,Mention date set (in court),,05,Apr,2023,,,1,1,,,No,,,1,,,
,4,Apr,2023,QRSO,E142,30,Dec,2022,,,,,Defilement,Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,24,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E636,31,Mar,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,13,Apr,2023,,,1,3,,,No,,,0,,,
,4,Apr,2023,QRCR,E169,23,Jan,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Hearing,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRSO,E077,29,Jun,2022,,,,,Attempted defilement,Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,24,May,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E1311,11,Oct,2022,,,,,Attempted robbery,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Witness not present,19,Apr,2023,,,1,3,,,No,,,0,,,
,4,Apr,2023,QRCR,E1329,12,Oct,2022,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Hearing,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,1278,19,Sep,2018,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon XXXXXXX,,,,,,,Mention,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRTR,E072,3,Mar,2022,,,,,Other Traffic Offences,Hon XXXXXXX,,,,,,,Mention,Hearing date set (in court),,18,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,1034,12,Aug,2022,,,,,"Attempted Murder, Threatening to kill, Attempted Suicide",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,0,,,
,4,Apr,2023,QRCR,E449,11,Apr,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,18,Apr,2023,,,1,3,,,No,,,0,,,
,4,Apr,2023,QRCR,E650,4,Apr,2023,,,,,"Malicious damage, injury to property, goods etc",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,04,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,4,Apr,2023,QRCR,E1513,24,Nov,2022,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,18,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E486,6,Mar,2023,,,,,"Attempted Murder, Threatening to kill, Attempted Suicide",Hon A N Other,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E657,5,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRSO,E112,26,Sep,2022,,,,,Defilement,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E601,23,Mar,2023,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Mention,Matter Withdrawn,,,,,,,1,3,,,No,,,0,,,
,5,Apr,2023,QRCR,E1285,5,Oct,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,,,1,2,,,No,,,0,,,
,5,Apr,2023,QRCR,E1586,16,Dec,2022,,,,,"Stock theft, and injuring, killing or maiming of a domestic animal with intent to steal, stealing stock",Hon XXXXXXX,,,,,,,Hearing,Hearing date set (in court),,19,Apr,2023,,,1,1,,,No,1,,0,,,
,5,Apr,2023,QRCR,1611,21,Dec,2020,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,19,Jun,2023,,,1,,1,,No,,,0,,,
,5,Apr,2023,QRCR,E273,28,Feb,2022,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon A N Other,,,,,,,Hearing,Adjournment,Advocate not present,19,Apr,2023,,,1,1,,,Yes,,,1,,,
,5,Apr,2023,QRCR,E1427,3,Nov,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Ruling,Ruling delivered- Accused put on defense,,05,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E1427,3,Nov,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Ruling,Ruling delivered- Accused put on defense,,05,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E843,30,Jun,2022,,,,,"Stealing, stealing by servant and related offenses",Hon XYZ,,,,,,,Mention,Directions given,,10,May,2023,,,1,1,,,Yes,,,0,,,
,5,Apr,2023,QRCR,1422,9,Sep,2019,,,,,"Offences against Energy Act (eg Unauthorised, fraudulent or improper supply or use of electrical energy)",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRTR,E136,5,Apr,2023,,,,,Other Traffic Offences,Hon A N Other,,,,,,,Plea,Sentenced,,,,,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCRMISC,E103,29,Mar,2023,,,,,Criminal Miscellaneous Application,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,11,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E1415,31,Oct,2022,,,,,Attempted robbery,Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,30,May,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,607,4,Jun,2020,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Sentencing,Sentenced,,,,,,,1,,2,,Yes,,,0,,,
,5,Apr,2023,QRCR,E1327,12,Oct,2022,,,,,"Possession of narcotic drugs and psychotropic substances (cannabis sativa, cocaine, heroin etc.)",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,25,May,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,1254,26,Oct,2020,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E929,14,Jul,2022,,,,,"Malicious damage, injury to property, goods etc",Hon WWWWWW,,,,,,,Hearing,Ruling date given,,18,Apr,2023,,,1,1,,,No,1,,0,,,
,5,Apr,2023,QRCR,E1135,9,Sep,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,,,1,1,,,No,1,,0,,,
,5,Apr,2023,QRCR,E083,11,Jan,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon WWWWWW,,,,,,,Hearing,Ruling date given,,27,Apr,2023,,,1,3,,,No,1,,0,,,
,5,Apr,2023,QRSO,E010,15,Feb,2021,,,,,Defilement,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Advocate not ready,16,Jun,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E650,4,Apr,2023,,,,,"Malicious damage, injury to property, goods etc",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,17,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E869,4,Jul,2022,,,,,Criminal trespass,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Witness not present,13,Jun,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRSO,E007,13,Jan,2023,,,,,Defilement,Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E659,5,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon A N Other,,,,,,,Plea,Mention date set (in court),,12,Apr,2023,,,1,,1,,No,,,1,,,
,5,Apr,2023,QRCR,E659,5,Apr,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,,1,,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRCRMISC,E113,5,Apr,2023,,,,,Criminal Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,,,1,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRSO,E079,4,Oct,2021,,,,,Defilement,Hon XXXXXXX,,,,,,,Hearing,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRTR,E041,24,Feb,2023,,,,,Other Traffic Offences,Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E656,5,Apr,2023,,,,,"Malicious damage, injury to property, goods etc",Hon A N Other,,,,,,,Plea,Mention date set (in court),,22,May,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E1427,3,Nov,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Defense Hearing ,Judgment date given,,27,Apr,2023,,,1,1,,,No,,1,0,,,
,5,Apr,2023,QRTR,E138,5,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRTR,E137,5,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRCR,E498,9,Mar,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCRMISC,E113,5,Apr,2023,,,,,Criminal Miscellaneous Application,Hon A N Other,,,,,,,Certificate of urgency,Application Allowed - Case Closed,,,,,,,1,,,1,No,,,0,Certificate of urgency activity auto-created ,,
,5,Apr,2023,QRCR,E660,5,Apr,2023,,,,,Forestry offenses,Hon A N Other,,,,,,,Plea,Matter Withdrawn,,,,,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E387,20,Feb,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,20,Apr,2023,,,1,1,,,Yes,,,0,,,
,5,Apr,2023,QRCR,E1033,15,Aug,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,02,Jun,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E646,3,Apr,2023,,,,,Attempted robbery,Hon A N Other,,,,,,,Bond Approvals,Application Allowed,,12,Apr,2023,,,1,3,,,No,,,2,,,
,5,Apr,2023,QRCR,E657,5,Apr,2023,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon A N Other,,,,,,,Plea,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E658,5,Apr,2023,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon A N Other,,,,,,,Plea,Hearing date set (in court),,19,Jun,2023,,,1,,1,,No,,,0,,,
,5,Apr,2023,QRTR,E136,5,Apr,2023,,,,,Other Traffic Offences,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,1,,,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRCR,E002,3,Jan,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Mention,Mention date set (in court),,03,May,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E2217,14,Dec,2021,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Mention date set (in court),,29,May,2023,,,1,1,,,Yes,,,0,,,
,5,Apr,2023,QRCRMISC,E114,5,Apr,2023,,,,,Criminal Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,05,Apr,2023,,,1,,,1,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRSO,E032,7,Mar,2022,,,,,Defilement,Hon WWWWWW,,,,,,,Sentencing,Sentenced,,,,,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E480,6,Mar,2023,,,,,Offences relating to alcoholic drinks control and licensing Act,Hon A N Other,,,,,,,Mention,Sentenced,,,,,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E481,6,Mar,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Sentenced,,,,,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E570,20,Mar,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon WWWWWW,,,,,,,Mention,Hearing date set (in court),,04,May,2023,,,1,2,,,Yes,,,0,,,
,5,Apr,2023,QRCR,E483,6,Mar,2023,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon A N Other,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCRMISC,E108,3,Apr,2023,,,,,Criminal Miscellaneous Application,Hon A N Other,,,,,,,Mention,Application Allowed - Case Closed,,,,,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E634,30,Mar,2023,,,,,"Burglary, housebreaking, entering dwelling-house with intent to commit felony and similar offences",Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,19,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRTR,E125,30,Mar,2023,,,,,Other Traffic Offences,Hon XXXXXXX,,,,,,,Hearing,Adjournment,Police File not availed,18,Apr,2023,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E647,3,Apr,2023,,,,,"Stealing, stealing by servant and related offenses",Hon A N Other,,,,,,,Mention,Mention date set (in court),,13,Apr,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCRMISC,E114,5,Apr,2023,,,,,Criminal Miscellaneous Application,Hon A N Other,,,,,,,Certificate of urgency,Application Allowed - Case Closed,,,,,,,1,,,1,No,,,0,Certificate of urgency activity auto-created ,,
,5,Apr,2023,QRCRMISC,E112,5,Apr,2023,,,,,Criminal Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,,1,,,1,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRCR,E002,3,Jan,2023,,,,,"Stealing, stealing by servant and related offenses",Hon XXXXXXX,,,,,,,Fresh Hearing,Adjournment,Court not sitting,05,Apr,2023,,,1,1,,,No,,,1,,,
,5,Apr,2023,QRCR,E2223,15,Dec,2021,,,,,"Arson, setting fire to crops and offences allied to arson",Hon XXXXXXX,,,,,,,Hearing,Mention date set (in court),,19,Jun,2023,,,1,2,,,No,,,0,,,
,5,Apr,2023,QRCR,1412,28,Oct,2022,,,,,"Attempted Murder, Threatening to kill, Attempted Suicide",Hon A N Other,,,,,,,Mention,Mention date set (in court),,22,May,2023,,,,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E015,5,Jan,2022,,,,,Manslaughter,Hon A N Other,,,,,,,Mention,Mention date set (in court),,22,May,2023,,,1,1,,,Yes,,,1,,,
,5,Apr,2023,QRCR,E658,5,Apr,2023,,,,,"Creating disturbance, affray, unlawful assembly and riots, and other offenses against public tranquility",Hon Reg Act,,,,,,,Registration/Filing-New Case,Case Registered/Filed,,05,Apr,2023,,,1,,1,,No,,,,Outcome updated outomatically during registrations,,
,5,Apr,2023,QRCR,E027,10,Jan,2022,,,,,"Grievous harm, maim, assault causing actual bodily harm, common assault",Hon XXXXXXX,,,,,,,Hearing,Adjournment,Witness not present,19,Jun,2023,,,1,2,,,No,,,0,,,
,5,Apr,2023,QRCR,E1853,4,Oct,2021,,,,,"Possession of firearms, explosives and related offenses",Hon WWWWWW,,,,,,,Mention,Sentenced,,,,,,,1,1,,,No,,,0,,,
,5,Apr,2023,QRCR,E1001,1,Aug,2022,,,,,"Stealing, stealing by servant and related offenses",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,30,May,2023,,,1,1,,,No,1,,0,,,
,5,Apr,2023,QRCR,1578,6,Dec,2022,,,,,"Offenses under False Pretences (e.g. Obtaining, Bad Cheques, Cheating)",Hon WWWWWW,,,,,,,Hearing,Hearing date set (in court),,25,May,2023,,,1,1,,,No,,,0,,,
